1,1,1,50
2,1,2,50
3,1,3,50
4,1,4,50
5,1,5,50
6,1,6,50
7,1,7,50
8,1,8,50
9,1,9,50
10,1,10,50
11,1,11,45
12,1,12,45
13,1,13,45
14,1,14,45
15,1,15,45
16,1,16,45
17,1,17,45
18,1,18,45
19,1,19,45
20,1,20,45
21,1,21,40
22,1,22,40
23,1,23,40
24,1,24,40
25,1,25,40
26,1,26,40
27,1,27,40
28,1,28,40
29,1,29,40
30,1,30,40
31,1,31,35
32,1,32,35
33,1,33,35
34,1,34,35
35,1,35,35
36,1,36,35
37,1,37,35
38,1,38,35
39,1,39,35
40,1,40,30
41,1,41,30
42,1,42,30
43,1,43,30
44,1,44,30
45,1,45,30
46,1,46,30
47,1,47,30
48,1,48,30
49,1,49,30
50,1,50,30
51,1,51,25
52,1,52,25
53,1,53,25
54,1,54,25
55,1,55,25
56,1,56,25
57,1,57,25
58,1,58,25
59,1,59,25
60,1,60,25
61,1,61,20
62,1,62,20
63,1,63,20
64,1,64,20
65,1,65,20
66,1,66,20
67,1,67,20
68,1,68,20
69,1,69,20
70,1,70,20
71,1,71,15
72,1,72,15
73,1,73,15
74,1,74,15
75,1,75,15
76,1,76,15
77,1,77,15
78,1,78,15
79,1,79,15
80,1,80,10
81,1,81,10
82,1,82,10
83,1,83,10
84,1,84,10
85,1,85,10
86,1,86,10
87,1,87,10
88,1,88,10
89,1,89,10
90,1,90,10
91,1,91,10
92,1,92,10
93,1,93,10
94,1,94,10
95,1,95,10
96,1,96,10
97,1,97,10
98,1,98,10
99,1,99,10
100,1,100,10
101,3,1,90
102,3,2,90
103,3,3,90
104,3,4,90
105,3,5,90
106,3,6,90
107,3,7,90
108,3,8,90
109,3,9,90
110,3,10,90
111,3,11,85
112,3,12,85
113,3,13,85
114,3,14,85
115,3,15,85
116,3,16,85
117,3,17,85
118,3,18,85
119,3,19,85
120,3,20,85
121,3,21,80
122,3,22,80
123,3,23,80
124,3,24,80
125,3,25,80
126,3,26,80
127,3,27,80
128,3,28,80
129,3,29,80
130,3,30,80
131,3,31,75
132,3,32,75
133,3,33,75
134,3,34,75
135,3,35,75
136,3,36,75
137,3,37,75
138,3,38,75
139,3,39,75
140,3,40,75
141,3,41,65
142,3,42,65
143,3,43,65
144,3,44,65
145,3,45,65
146,3,46,65
147,3,47,65
148,3,48,65
149,3,49,65
150,3,50,65
151,3,51,55
152,3,52,55
153,3,53,55
154,3,54,55
155,3,55,55
156,3,56,55
157,3,57,55
158,3,58,55
159,3,59,55
160,3,60,55
161,3,61,45
162,3,62,45
163,3,63,45
164,3,64,45
165,3,65,45
166,3,66,45
167,3,67,45
168,3,68,45
169,3,69,45
170,3,70,35
171,3,71,35
172,3,72,35
173,3,73,35
174,3,74,35
175,3,75,35
176,3,76,35
177,3,77,35
178,3,78,35
179,3,79,35
180,3,80,35
181,100,1,100
182,100,2,100
183,100,3,100
184,100,4,100
185,100,5,100
186,100,6,95
187,100,7,95
188,100,8,95
189,100,9,95
190,100,10,95
191,100,11,95
192,100,12,95
193,100,13,95
194,100,14,95
195,100,15,95
196,100,16,85
197,100,17,85
198,100,18,85
199,100,19,85
200,100,20,85
201,100,21,85
202,100,22,85
203,100,23,85
204,100,24,85
205,100,25,85
206,100,26,60
207,100,27,60
208,100,28,60
209,100,29,60
210,100,30,60
