1,1,1
2,1,1
3,1,1
4,1,1
5,1,1
6,1,1
7,1,1
8,1,1
9,1,1
10,1,1
11,1,1
12,1,1
13,1,1
14,1,1
15,1,1
16,1,1
17,1,1
18,1,1
19,1,1
20,1,1
21,1,1
22,1,1
23,1,1
24,1,1
25,1,1
26,1,2
27,1,2
28,1,2
29,1,2
30,1,2
31,1,2
32,1,2
33,1,2
34,1,2
35,1,2
36,1,2
37,1,2
38,1,2
39,1,2
40,1,2
41,1,2
42,1,2
43,1,2
44,1,2
45,1,2
46,1,2
47,1,2
48,1,2
49,1,2
50,1,2
51,1,3
52,1,3
53,1,3
54,1,3
55,1,3
56,1,3
57,1,3
58,1,3
59,1,3
60,1,3
61,1,3
62,1,3
63,1,3
64,1,3
65,1,3
66,1,3
67,1,3
68,1,3
69,1,3
70,1,3
71,1,3
72,1,3
73,1,3
74,1,3
75,1,3
76,1,4
77,1,4
78,1,4
79,1,4
80,1,4
81,1,4
82,1,4
83,1,4
84,1,4
85,1,4
86,1,4
87,1,4
88,1,4
89,1,4
90,1,4
91,1,4
92,1,4
93,1,4
94,1,4
95,1,4
96,1,4
97,1,4
98,1,4
99,1,4
100,1,4
101,2,5
102,2,5
103,2,5
104,2,5
105,2,5
106,2,5
107,2,5
108,2,5
109,2,5
110,2,5
111,2,5
112,2,5
113,2,5
114,2,5
115,2,5
116,2,5
117,2,5
118,2,5
119,2,5
120,2,5
121,2,5
122,2,5
123,2,5
124,2,5
125,2,5
126,2,6
127,2,6
128,2,6
129,2,6
130,2,6
131,2,6
132,2,6
133,2,6
134,2,6
135,2,6
136,2,6
137,2,6
138,2,6
139,2,6
140,2,6
141,2,6
142,2,6
143,2,6
144,2,6
145,2,6
146,2,6
147,2,6
148,2,6
149,2,6
150,2,6
151,2,7
152,2,7
153,2,7
154,2,7
155,2,7
156,2,7
157,2,7
158,2,7
159,2,7
160,2,7
161,2,7
162,2,7
163,2,7
164,2,7
165,2,7
166,2,7
167,2,7
168,2,7
169,2,7
170,2,7
171,2,7
172,2,7
173,2,7
174,2,7
175,2,7
176,2,8
177,2,8
178,2,8
179,2,8
180,2,8
181,2,8
182,2,8
183,2,8
184,2,8
185,2,8
186,2,8
187,2,8
188,2,8
189,2,8
190,2,8
191,2,8
192,2,8
193,2,8
194,2,8
195,2,8
196,2,8
197,2,8
198,2,8
199,2,8
200,2,8
201,3,9
202,3,9
203,3,9
204,3,9
205,3,9
206,3,9
207,3,9
208,3,9
209,3,9
210,3,9
211,3,9
212,3,9
213,3,9
214,3,9
215,3,9
216,3,9
217,3,9
218,3,9
219,3,9
220,3,9
221,3,9
222,3,9
223,3,9
224,3,9
225,3,9
226,3,10
227,3,10
228,3,10
229,3,10
230,3,10
231,3,10
232,3,10
233,3,10
234,3,10
235,3,10
236,3,10
237,3,10
238,3,10
239,3,10
240,3,10
241,3,10
242,3,10
243,3,10
244,3,10
245,3,10
246,3,10
247,3,10
248,3,10
249,3,10
250,3,10
251,3,11
252,3,11
253,3,11
254,3,11
255,3,11
256,3,11
257,3,11
258,3,11
259,3,11
260,3,11
261,3,11
262,3,11
263,3,11
264,3,11
265,3,11
266,3,11
267,3,11
268,3,11
269,3,11
270,3,11
271,3,11
272,3,11
273,3,11
274,3,11
275,3,11
276,3,12
277,3,12
278,3,12
279,3,12
280,3,12
281,3,12
282,3,12
283,3,12
284,3,12
285,3,12
286,3,12
287,3,12
288,3,12
289,3,12
290,3,12
291,3,12
292,3,12
293,3,12
294,3,12
295,3,12
296,3,12
297,3,12
298,3,12
299,3,12
300,3,12
301,4,13
302,4,13
303,4,13
304,4,13
305,4,13
306,4,13
307,4,13
308,4,13
309,4,13
310,4,13
311,4,13
312,4,13
313,4,13
314,4,13
315,4,13
316,4,13
317,4,13
318,4,13
319,4,13
320,4,13
321,4,13
322,4,13
323,4,13
324,4,13
325,4,13
326,4,14
327,4,14
328,4,14
329,4,14
330,4,14
331,4,14
332,4,14
333,4,14
334,4,14
335,4,14
336,4,14
337,4,14
338,4,14
339,4,14
340,4,14
341,4,14
342,4,14
343,4,14
344,4,14
