1,1,1,122.03,0
2,1,2,164.95,0
3,1,3,38.5,1
4,1,4,128.09,1
5,1,5,167.95,5
6,1,6,58.26,1
7,1,7,139.75,0
8,1,8,154.48,1
9,1,9,119.48,1
10,1,10,103.44,1
11,1,11,98.47,1
12,1,12,56.45,0
13,1,13,171.96,1
14,1,14,142.53,0
15,1,15,170.0,0
16,1,16,38.08,0
17,1,17,136.8,1
18,1,18,24.37,0
19,1,19,52.26,0
20,1,20,65.99,0
21,1,21,139.19,0
22,1,22,164.14,0
23,1,23,72.0,0
24,1,24,98.05,1
25,1,25,138.0,0
26,2,1,25.6,1
27,2,2,55.07,0
28,2,3,188.85,1
29,2,4,194.67,0
30,2,5,104.27,1
31,2,6,52.59,0
32,2,7,66.78,0
33,2,8,88.24,1
34,2,9,128.22,1
35,2,10,101.75,1
36,2,11,149.9,1
37,2,12,55.88,1
38,2,13,114.48,1
39,2,14,149.64,0
40,2,15,50.74,1
41,2,16,35.63,1
42,2,17,36.88,1
43,2,18,137.01,0
44,2,19,68.51,1
45,2,20,197.72,0
46,2,21,156.12,0
47,2,22,161.79,1
48,2,23,47.86,1
49,2,24,199.84,1
50,2,25,67.92,1
51,3,1,69.25,1
52,3,2,93.65,1
53,3,3,158.76,1
54,3,4,132.57,0
55,3,5,57.11,0
56,3,6,157.84,1
57,3,7,55.39,1
58,3,8,177.59,1
59,3,9,130.53,1
60,3,10,161.01,1
61,3,11,122.29,0
62,3,12,79.17,0
63,3,13,46.43,0
64,3,14,104.68,0
65,3,15,103.02,1
66,3,16,137.4,1
67,3,17,131.63,1
68,3,18,128.52,1
69,3,19,144.56,0
70,3,20,127.83,1
71,3,21,120.57,1
72,3,22,121.8,1
73,3,23,55.0,1
74,3,24,83.94,0
75,3,25,67.64,0
76,4,1,24.42,1
77,4,2,135.81,0
78,4,3,60.17,0
79,4,4,58.94,0
80,4,5,152.95,1
81,4,6,144.28,1
82,4,7,89.68,1
83,4,8,36.62,0
84,4,9,103.67,0
85,4,10,48.02,1
86,4,11,77.53,0
87,4,12,171.21,1
88,4,13,176.86,1
89,4,14,147.27,1
90,4,15,55.64,0
91,4,16,184.62,1
92,4,17,103.91,1
93,4,18,124.34,1
94,4,18,112.71,1
95,4,19,182.61,0
96,4,20,114.27,1
97,4,21,42.65,1
98,4,22,44.03,0
99,4,23,107.5,0
100,4,24,132.68,0
101,4,25,70.84,0
102,5,1,95.6,1
103,5,2,70.59,1
104,5,3,43.72,1
105,5,4,132.78,1
106,5,5,193.17,1
107,5,6,165.6,0
108,5,7,119.02,0
109,5,8,107.25,1
110,5,9,184.69,1
111,5,10,167.89,1
112,5,11,193.16,0
113,5,12,50.9,1
114,5,13,90.03,1
115,5,14,133.26,0
116,5,15,173.8,1
117,5,16,41.45,0
118,5,17,136.25,1
119,5,18,95.19,1
120,5,19,133.4,0
121,5,20,48.94,1
122,5,21,184.69,1
123,5,22,47.81,0
124,5,23,53.6,1
125,5,24,20.17,1
126,5,25,140.54,0
127,6,1,95.98,0
128,6,2,26.0,0
129,6,3,184.82,0
130,6,4,26.87,1
131,6,5,149.39,1
132,6,6,135.53,0
133,6,7,122.29,1
134,6,8,92.5,0
135,6,9,83.73,1
136,6,10,98.23,0
137,6,11,121.12,1
138,6,12,30.02,1
139,6,13,104.71,0
140,6,14,68.23,1
141,6,15,176.56,0
142,6,16,151.24,0
143,6,17,81.3,0
144,6,18,64.98,0
145,6,19,52.15,0
146,6,20,157.12,1
147,6,21,131.6,0
148,6,22,59.77,1
149,6,23,63.66,0
150,6,24,195.54,0
151,6,25,164.94,1
152,7,1,62.19,0
153,7,2,102.08,0
154,7,3,35.88,0
155,7,4,180.14,0
156,7,5,150.84,1
157,7,6,90.41,1
158,7,7,54.76,0
159,7,8,149.32,1
160,7,9,154.97,1
161,7,10,39.44,1
162,7,11,170.67,0
163,7,12,128.42,1
164,7,13,71.7,0
165,7,14,140.19,1
166,7,15,126.17,1
167,7,16,133.75,1
168,7,17,69.77,0
169,7,18,183.62,1
170,7,19,198.32,0
171,7,20,196.62,0
172,7,21,47.5,1
173,7,22,104.89,0
174,7,23,22.08,1
175,7,24,171.49,0
176,7,25,55.24,1
177,8,1,78.77,1
178,8,2,100.68,1
179,8,3,84.83,0
180,8,4,44.92,1
181,8,5,82.23,1
182,8,6,135.12,1
183,8,7,175.83,0
184,8,8,116.03,1
185,8,9,114.02,1
186,8,10,33.75,0
187,8,11,151.96,1
188,8,12,31.52,1
189,8,13,165.04,0
190,8,14,56.66,0
191,8,15,26.21,0
192,8,16,83.71,0
193,8,17,154.64,1
194,8,18,172.21,0
195,8,19,169.27,0
196,8,20,97.0,0
197,8,21,109.38,1
198,8,22,151.11,1
199,8,23,95.5,1
200,8,24,133.02,1
201,8,25,167.17,0
202,9,1,142.64,1
203,9,2,146.92,0
204,9,3,76.05,0
205,9,4,128.89,1
206,9,5,189.18,0
207,9,6,190.73,1
208,9,7,43.72,1
209,9,7,57.83,1
210,9,8,139.79,0
211,9,9,32.25,0
212,9,10,80.38,0
213,9,11,79.92,0
214,9,12,23.11,0
215,9,13,80.89,0
216,9,14,156.25,0
217,9,15,195.32,0
218,9,16,154.87,1
219,9,17,136.85,0
220,9,18,187.23,0
221,9,19,192.15,0
222,9,20,176.55,1
223,9,21,175.82,0
224,9,22,105.76,1
225,9,23,43.41,1
226,9,24,40.32,0
227,9,25,56.26,0
228,10,1,44.18,0
229,10,2,118.32,0
230,10,3,183.0,1
231,10,4,139.94,1
232,10,5,105.76,0
233,10,6,155.38,1
234,10,7,28.3,0
235,10,8,39.89,0
236,10,9,173.58,0
237,10,10,165.02,0
238,10,11,124.84,1
239,10,12,158.42,0
240,10,13,157.88,1
241,10,14,107.47,1
242,10,15,144.01,1
243,10,16,86.82,0
244,10,17,164.78,1
245,10,18,34.45,0
246,10,19,164.26,1
247,10,20,54.21,1
248,10,21,66.18,0
249,10,22,170.55,1
250,10,23,63.42,1
251,10,24,38.89,1
252,10,25,183.19,1
253,11,1,21.81,0
254,11,2,59.93,1
255,11,3,132.74,1
256,11,4,133.29,0
257,11,5,38.88,0
258,11,6,65.09,0
259,11,7,132.21,1
260,11,8,93.16,0
261,11,9,39.81,1
262,11,10,191.76,1
263,11,11,115.84,1
264,11,12,194.38,0
265,11,13,33.61,1
266,11,14,95.14,0
267,11,15,188.71,1
268,11,16,115.81,1
269,11,17,77.84,1
270,11,18,140.55,1
271,11,19,187.51,1
272,11,20,113.57,1
273,11,21,51.01,0
274,11,22,165.68,0
275,11,23,115.25,1
276,11,24,185.51,1
277,11,25,56.58,0
278,12,1,184.84,1
279,12,2,146.32,1
280,12,3,139.17,1
281,12,4,82.21,0
282,12,5,53.97,1
283,12,6,117.02,0
284,12,7,135.52,1
285,12,8,131.97,0
286,12,9,30.19,1
287,12,10,78.35,1
288,12,11,85.78,1
289,12,12,29.91,1
290,12,13,161.79,0
291,12,14,60.16,1
292,12,15,127.15,0
293,12,16,195.19,1
294,12,17,183.77,0
295,12,18,62.66,1
296,12,19,52.17,0
297,12,20,98.93,1
298,12,21,188.82,1
299,12,22,192.48,0
300,12,23,138.27,0
301,12,24,161.7,1
302,12,25,35.33,0
303,13,1,150.32,0
304,13,2,112.47,0
305,13,3,84.97,1
306,13,4,175.81,0
307,13,5,27.78,0
308,13,6,86.2,0
309,13,7,127.58,1
310,13,8,109.07,0
311,13,9,170.23,0
312,13,10,37.53,1
313,13,11,61.6,0
314,13,12,96.61,1
315,13,13,176.47,1
316,13,14,90.27,0
317,13,15,145.92,1
318,13,16,52.32,0
319,13,17,55.08,0
320,13,18,140.22,1
321,13,19,195.36,1
322,13,20,55.18,1
323,13,21,34.83,1
324,13,22,138.17,1
325,13,23,66.81,0
326,13,24,129.35,1
327,13,25,51.32,0
328,14,1,66.92,0
329,14,2,99.01,1
330,14,3,176.23,0
331,14,4,108.95,1
332,14,5,181.24,0
333,14,6,195.09,1
334,14,7,130.27,1
335,14,8,115.62,1
336,14,9,42.02,1
337,14,10,109.42,1
338,14,11,164.67,1
339,14,12,104.91,1
340,14,13,160.8,0
341,14,14,121.59,1
342,14,15,111.16,0
343,14,16,31.91,0
344,14,17,148.91,1
345,14,18,131.9,1
346,14,19,165.93,1
347,14,20,46.46,1
348,14,21,61.7,0
349,14,22,56.7,1
350,14,23,196.35,1
351,14,24,120.95,1
352,14,25,116.94,1
353,15,1,114.55,0
354,15,2,142.59,1
355,15,3,77.57,0
356,15,4,168.75,0
357,15,5,105.88,0
358,15,6,165.12,0
359,15,7,40.42,1
360,15,8,150.2,1
361,15,9,91.13,0
362,15,10,53.59,0
363,15,11,96.56,1
364,15,13,121.63,1
365,15,14,126.54,1
366,15,15,170.85,0
367,15,16,134.31,1
368,15,17,170.33,0
369,15,18,69.85,1
370,15,19,55.32,1
371,15,20,33.4,1
372,15,21,115.54,0
373,15,22,62.21,1
374,15,23,143.59,0
375,15,24,95.92,0
376,15,25,120.72,0
377,16,1,142.9,0
378,16,2,98.44,1
379,16,3,151.06,0
380,16,4,175.57,0
381,16,5,164.14,0
382,16,6,194.09,0
383,16,7,108.82,1
384,16,8,128.98,1
385,16,9,65.78,1
386,16,10,28.75,1
387,16,11,139.63,0
388,16,12,99.8,0
389,16,13,74.29,0
390,16,14,83.02,1
391,16,15,113.04,0
392,16,16,115.9,1
393,16,17,199.0,0
394,16,18,176.2,1
395,16,19,150.94,0
396,16,20,97.62,1
397,16,21,175.96,0
398,16,22,152.59,1
399,16,23,65.01,0
400,16,24,106.81,0
401,16,25,30.57,0
402,17,1,155.05,0
403,17,2,158.17,0
404,17,3,115.25,1
405,17,4,110.15,0
406,17,5,143.22,0
407,17,6,95.1,0
408,17,7,113.72,1
409,17,8,77.05,0
410,17,9,199.75,1
411,17,10,77.74,0
412,17,11,53.49,0
413,17,12,143.01,1
414,17,13,171.63,0
415,17,14,167.79,1
416,17,15,80.66,1
417,17,16,141.39,1
418,17,17,40.57,0
419,17,18,78.14,0
420,17,19,48.67,1
421,17,20,150.59,1
422,17,21,162.76,1
423,17,22,77.91,0
424,17,23,26.32,0
425,17,24,159.08,0
426,17,25,147.68,0
427,18,1,162.73,1
428,18,2,142.46,0
429,18,3,84.39,1
430,18,4,146.59,0
431,18,5,23.25,1
432,18,6,198.27,0
433,18,7,185.88,0
434,18,9,144.17,0
435,18,10,133.91,1
436,18,11,185.69,0
437,18,12,64.06,0
438,18,13,143.6,1
439,18,14,141.46,1
440,18,15,99.32,1
441,18,16,168.26,0
442,18,17,145.72,1
443,18,18,36.33,0
444,18,19,151.63,1
445,18,20,139.6,1
446,18,21,86.0,1
447,18,22,93.96,0
448,18,23,43.97,1
449,18,24,79.23,1
450,18,25,43.41,0
451,19,1,45.47,1
452,19,2,198.68,0
453,19,3,85.12,1
454,19,4,91.33,1
455,19,5,49.89,1
456,19,6,178.0,0
457,19,7,62.02,0
458,19,8,139.02,0
459,19,9,59.25,1
460,19,10,23.45,1
461,19,11,189.51,0
462,19,12,132.92,1
463,19,13,191.94,1
464,19,14,98.75,0
465,19,15,166.37,0
466,19,16,195.73,1
467,19,17,47.37,1
468,19,18,165.35,1
469,19,19,147.18,0
470,19,20,41.64,1
471,19,21,46.1,0
472,19,22,57.3,1
473,19,23,158.72,0
474,19,24,94.2,1
475,19,25,105.5,1
476,20,1,175.21,1
477,20,2,128.96,1
478,20,3,59.62,1
479,20,4,182.91,1
480,20,5,25.87,1
481,20,6,58.42,0
482,20,7,106.72,1
483,20,8,169.84,0
484,20,9,54.83,0
485,20,10,55.27,1
486,20,11,58.78,1
487,20,12,117.93,0
488,20,13,144.59,0
489,20,14,186.85,1
490,20,15,167.72,1
491,20,16,68.62,0
492,20,17,187.83,1
493,20,18,50.98,0
494,20,19,74.2,1
495,20,20,159.56,0
496,20,21,38.35,0
497,20,22,179.43,1
498,20,23,96.66,0
499,20,24,49.29,0
500,20,25,143.1,1
