1,1,1,3,Section C,the_met_section_3.png,81.29,0
2,1,2,4,Section D,the_met_section_4.png,90.07,0
3,1,3,4,Section D,the_met_section_4.png,93.52,0
4,1,4,4,Section D,the_met_section_4.png,67.91,0
5,1,5,2,Section B,the_met_section_2.png,57.93,0
6,1,6,3,Section C,the_met_section_3.png,72.82,0
7,1,7,4,Section D,the_met_section_4.png,99.34,0
8,1,8,3,Section C,the_met_section_3.png,50.77,0
9,1,9,2,Section B,the_met_section_2.png,76.24,0
10,1,10,3,Section C,the_met_section_3.png,61.67,0
11,1,11,4,Section D,the_met_section_4.png,93.37,0
12,1,12,1,Section A,the_met_section_1.png,88.49,0
13,1,13,4,Section D,the_met_section_4.png,86.52,0
14,1,14,4,Section D,the_met_section_4.png,53.52,0
15,1,15,3,Section C,the_met_section_3.png,93.43,0
16,1,16,1,Section A,the_met_section_1.png,91.9,0
17,1,17,1,Section A,the_met_section_1.png,72.26,0
18,1,18,3,Section C,the_met_section_3.png,85.69,0
19,1,19,3,Section C,the_met_section_3.png,82.74,0
20,1,20,4,Section D,the_met_section_4.png,89.48,0
21,1,21,1,Section A,the_met_section_1.png,99.98,0
22,1,22,1,Section A,the_met_section_1.png,77.28,0
23,1,23,1,Section A,the_met_section_1.png,92.69,0
24,1,24,2,Section B,the_met_section_2.png,74.66,0
25,1,25,4,Section D,the_met_section_4.png,53.54,0
26,1,26,3,Section C,the_met_section_3.png,83.39,0
27,1,27,1,Section A,the_met_section_1.png,55.48,0
28,1,28,4,Section D,the_met_section_4.png,87.86,0
29,1,29,3,Section C,the_met_section_3.png,58.19,0
30,1,30,4,Section D,the_met_section_4.png,85.8,0
31,1,31,4,Section D,the_met_section_4.png,72.58,0
32,1,32,4,Section D,the_met_section_4.png,80.85,0
33,1,33,3,Section C,the_met_section_3.png,94.11,0
34,1,34,2,Section B,the_met_section_2.png,60.4,0
35,1,35,3,Section C,the_met_section_3.png,64.23,0
36,1,36,1,Section A,the_met_section_1.png,76.32,0
37,1,37,3,Section C,the_met_section_3.png,74.92,0
38,1,38,1,Section A,the_met_section_1.png,60.21,0
39,1,39,3,Section C,the_met_section_3.png,53.18,0
40,1,40,2,Section B,the_met_section_2.png,88.48,0
41,2,1,4,Section D,the_met_section_4.png,76.28,0
42,2,2,4,Section D,the_met_section_4.png,70.82,0
43,2,3,3,Section C,the_met_section_3.png,96.59,0
44,2,4,2,Section B,the_met_section_2.png,72.9,0
45,2,5,4,Section D,the_met_section_4.png,77.27,0
46,2,6,1,Section A,the_met_section_1.png,60.9,0
47,2,7,1,Section A,the_met_section_1.png,75.74,0
48,2,8,2,Section B,the_met_section_2.png,98.45,0
49,2,9,2,Section B,the_met_section_2.png,83.44,0
50,2,10,1,Section A,the_met_section_1.png,51.94,0
51,2,11,4,Section D,the_met_section_4.png,76.53,0
52,2,12,4,Section D,the_met_section_4.png,90.35,0
53,2,13,3,Section C,the_met_section_3.png,59.04,0
54,2,14,3,Section C,the_met_section_3.png,86.16,0
55,2,15,1,Section A,the_met_section_1.png,73.36,0
56,2,16,4,Section D,the_met_section_4.png,56.32,0
